[1:00:01] OpieTelford: ซื้อแล้วไม่ใช่หราาาา
[1:00:03] keng418: เอาาาาลถงงง
[1:00:04] phethahe: สวยจริง
[1:00:04] THE271: กล่าวถึงลุง
[1:00:05] sixdriver22: ของมันคู่กันลุง5555
[1:00:05] nanoregency: ต้องป๋าโจ
[1:00:07] praewa__: เห็นแล้วนีกถึงพี่แว่น
[1:00:08] dasosa_itty: ซิง
[1:00:08] AloneZ_3012: สวยเกินนนน
[1:00:09] charlotte20005: ซิง
[1:00:09] WaTzTeeRaWaT: วีสเป็คเน้อ💙💙💙
[1:00:09] i_kuyy: gtt แปลง gtr ก็สวยล่ะ ขับชิวๆ
[1:00:09] svjboyd: จริงๆ
[1:00:10] nongoat9140: ลุงไม่สนเล่น อีโว มั้งหรอครับบบบบบบบบ
[1:00:11] preamo_o: ซิง
[1:00:11] 1sert23: ผมมีทะเบียน35นะครับลุง
[1:00:12] hamdamnahkap: ไอดล
[1:00:14] sirayuhbeat: 5555++
[1:00:14] dabkumfew: จริง
[1:00:15] wiraphat_2208: ซิง
[1:00:15] piriyapat_: อันบนฮาๆ
[5:15:29] nipon_12: rebirthztvNice
[5:15:29] YEDKAY: 5555555555555
[5:15:30] bamxbie: 555555555
[5:15:30] konggggggkkkk: 55555+
[5:15:30] opecnakprach: 555
[5:15:30] yo_thanawat: 25555555
[5:15:30] franklorman: 5555555
[5:15:31] berbboobae_: 555555555555555555
[5:15:31] timechikkychik: เขาตีกันอยู่
[5:15:31] aun3134: พักผ่อนเยอะๆครับ
[5:15:33] TENLOWWELL: อู๊ดผู้ก่อตั้ง CMR
[5:15:33] dangzxx: อย่างเอา55555
[5:15:34] johnnykij: 555
[5:15:34] pollawat_18: นั้นไงงง5555656
[5:15:35] uefaaaaa: แก็งค์จอร์จ
[5:15:36] tanquuu: โครตสด
[5:15:36] sorryprettyboii: cmonBruh cmonBruh cmonBruh
[5:15:36] casafa: 555555555555555
[5:15:37] sicario_67: อย่าไปเที่ยวไกลเกินนะลุงเป็นห่วง
[5:15:38] hibari1412: เขารู้กันหมด55555
[5:15:38] hot_2345: จุงฮอคละคับ
[5:15:38] thirawat999: เย้นานล่ะไม่มาสักทีพี่อู๊ดกู
[5:15:40] mekha064: ม็อคโคดังจัดตอนนี้
[5:15:40] nanon56: แงงง
[5:15:43] arunrojpipe: กลับมาจากพักผ่อนอยากดูสตอรี่มันส์ๆ
[5:15:43] tasnimes_x: 3-4วันหรือ30วัน
[5:15:44] karumiq: พวกอยากได้ตั๋วอีสปอร์ต จริงๆหรือเปล่า คำนี้โคตรเจ็บ SirMad
[5:15:47] foryou_09: เพลงเข้าเซิฟwhatเพลงใรครับ
[5:15:50] zeetar_u: อู๊ดcmr
[5:15:51] tommy_p28: แก
[5:15:53] nonameeezzzzzzzzzzz: มาถึงก็ห้าวเลย5555
[5:15:53] vinkham_kin: ได้สก
[5:15:57] softwqre_: (ผู้ก่อตั้ง)
[5:15:58] s0dix_: @hot_2345 นั่นสิปล่อยซึมเลย55
[5:15:58] willwhyme: 555555555555
[5:16:00] pa9hapashu: 555555555
[5:16:03] irewkonlotae_: แก๊งพี่จอร์จนี่หว่าาา
[5:16:04] IUsoCute01: 555555555555555
[5:16:05] jkrowling48: LUL LUL
[5:16:06] stxvenssr_: 555555
[5:16:06] konggggggkkkk: 55555+
[5:16:06] guarm420: 5555
[5:16:06] o1tin_o: 5555555
[5:16:07] beam_050: 5555555
[5:16:07] somebadyluv: ห่ะ55555
[5:16:07] jowpondeiei: มาก็เปรี้ยวเลย55555
[5:16:07] johnnykij: 555
[5:16:07] mutu555: พี่มาร์คก็อยู่แก๊งนี้ใช่ปะ
[5:16:07] i_am_wedday: 5555555
[5:16:08] ten_ten1010: โคตรเสีย
[5:16:08] yeegod8936: 555555555
[5:16:08] byeoul_dal: 555555555
[5:16:08] dew_ezy: 5555555
[5:16:09] manchuuu_: 5555555555555555
[5:16:09] plamkokoza: 55555
[5:16:09] PhaiLinn_: 555555555555
[5:16:10] domza042: 555555555
[5:16:10] 게이리: koroma2Ayaya
[5:16:10] Exnaii_: หิวละ
[5:16:10] natthawut_1998: 55555555
[5:16:10] Neua__SV: แก๊งจอจ
[5:16:10] Willet999: rebirthztvHa
[5:16:10] taco_x10: 5555555
[5:16:11] Yacthz: 5555เปรี่ยวซะด้วย
[5:16:11] reddrockkkkk: 55555
[5:16:12] Worldtour56: 55555
[5:16:13] march_ntw: มาชเมล่อน 55555
[5:16:13] yo_thanawat: โคตรเสีย
[5:16:13] khuntea: 55555
[5:16:13] rachanon3: น้าจะโดนสักที
[5:16:13] catcatzilla: 5555555555
[5:16:14] casafa: 55555555555555
[5:16:14] meemamaikaa: LUL
[5:16:15] lilnapppp: แก๊งพี่จอร์ช
[5:16:15] nanoregency: ไม่มีใครกล้า 555
[5:16:15] mynameistang46: จอร์จอยู่ป่ะ
[5:16:16] 01010000xxw: อ้อนจัด
[5:16:16] yee_hipster: ข้าวพุ่ง555
[5:16:16] cj_2506: โคตรห้าวเลย
[5:16:17] kasai_ruby: แก๊งของจอน์จออสการ์นิ
[5:16:17] artee_2004: 5555 ตัวล่อ
[5:16:17] mondoraz: 5555555555
[5:16:18] Trentzzz_: 3-4วันเอง.
[5:16:18] bangznoon: ถ้าตีนไปเรื่อย พี่อุ้ด
[5:16:19] Janette_l: โคตรหิวอะ
[5:16:21] ZeeFiveTV: โชว์รถ
[5:16:21] kingcobdar: เด็กลุงโดนปล้นอะน่าสงสารมาก555
[5:16:25] poomtkirk: แก๊งจอร์จลุง
[5:16:26] nignpee: รั่วเลย55
[5:16:27] Ntpm_As: !uptime
[5:16:28] Nightbot: Stream uptime 5 hours, 16 minutes, 36 seconds
[5:16:28] Piyut055: ลุงดูmvใหม่มันยังครับ555
[5:16:29] bestbloo_: 555555555
[5:16:35] zatons: เปลี่ยนชื่อเขาหมด555
[5:16:36] jeon_than: มาร์ชเมล่อน5555
[5:16:50] burhan35220_: @piyut055 ของใครหรอคับ
[5:16:54] bozz_snowleopard: บารมี ศิลา555555555
[5:16:55] januarywish: !uptime
[5:16:56] Nightbot: Stream uptime 5 hours, 17 minutes, 5 seconds
[5:16:58] nani31754: Kappa
[5:16:58] itswhxo: Kappa
[5:16:58] TARGG__: ลุงพักกี่วันครับ
[5:16:59] JiMMYKISZIN: แรงจัด
[5:17:03] gianakab: ดำoverน่าจะยุลุง
[5:17:03] peerawuth49: ลุงเค้าพักกี่วันอ่ะครับ
[5:17:05] pakong_: เพลงอะไรครับแชท
[5:17:12] mod093: ฟังเพลงปะลุง
[5:17:12] tonetone2000: สตอรี่หรอลุง
[5:17:12] bananamonstertv: เค้าประมูลรถยังครับที่วอทอะแชท
[5:17:17] xp___px: 3-4 วัน ไม่เกินนี้ครับ
[5:17:18] tehyouno11: ฮอคยังไม่ไดคุยกับลุงเลย
[5:17:18] teddybearrrr______: !uptime
[5:17:19] Nightbot: Stream uptime 5 hours, 17 minutes, 27 seconds
[5:17:20] tasnimes_x: 3-4วันงับ
[5:17:20] anurak9999: @targg__ 3-4 วันคับ เริ่มพรุ่งนี้คับ
[5:17:30] deaw_77: หลังประมูลเห็นเค้าบอกเปิดขาย
[5:17:30] BBQpotae: เลี้ยวผิดซอย
[5:17:31] tinghades: ไอหนุ่ม
[5:17:34] m_valentines: dotaอีกมุ้ยครับพี่เอสคืนนี้
[5:17:42] bass_225: 5555
[5:17:44] samzalive: 55555
[5:17:44] koonserng: 555555
[5:17:44] three_4mar: 555555555555555555555555555
[5:17:45] tonetone2000: 555
[5:17:45] wutyougod: 5555
[5:17:45] pa9hapashu: 5555555555555555
[5:17:45] dew_ezy: 55555
[5:17:45] powza1150: 555
[5:17:46] 게이리: koroma2Ayaya
[5:17:46] ZeezarZ: 55555555
[5:17:46] way_____: 555555
[5:17:46] march_ntw: 5555555555555
[5:17:46] draffy2259: 55555
[5:17:46] dodolnwza007: 5555
[5:17:46] zoe4qx: 5555555
[5:17:47] tzippoo: 55555555
[5:17:47] mandyboy12: 555555555
[5:17:47] Willet999: rebirthztvHa rebirthztvHa
[5:17:47] pakonthongpan: 555555
[5:17:47] BoonFixz: 555555555555555555555
[5:17:48] natthachai999: 55555
[5:17:48] かいとやまねこ: 5555555
[5:17:48] byeoul_dal: 55555555555555
[5:17:48] weedsmk: 55555
[5:17:49] chaxem44: 5555555555
[5:17:49] Jackzgoboy: 555555
[5:17:49] somebadyluv: 55555555
[5:17:49] thursday195_: 555555555555555
[5:17:49] reekids11: 555555555
[5:17:49] i_am_wedday: 555555
[5:17:49] Rocky_Still: 555555
[5:17:49] JiMMYKISZIN: 5555555555
[5:17:50] apichanafk: 555555555
[5:17:50] stxvenssr_: 6665555555
[5:17:50] beam_13114: 5555555555555555
[5:17:50] Disa5terEXE: 555555555555
[5:17:50] shinchi_o: 55555
[5:17:50] superadam26: เว่อ555555555
[5:17:51] flukfluk123zaza: 55555
[5:17:51] BIWyaniz: 5555555
[5:17:51] mikelove12345: 55555
[5:17:52] yee_hipster: @t_rex_khrab 25 ธันวาครับ
[5:17:52] yeskae159: ซนจัด
[5:17:52] shadowch: 5555555
[5:17:52] yeegod8936: 555555555
[5:17:52] awk1th: 55555555555555555555
[5:17:52] sexrgio: เราดื้อ่ะ
[5:17:52] artee_2004: 55555 ของจริง
[5:17:53] cyraxax: บุกสภา 555
[5:17:53] xgame_xyz: 555555
[5:17:54] TimeNine_: 5555
[5:17:54] makkarone_aventadorv2eiei: rebirthztvHaha rebirthztvHaha
[5:17:55] TwinshockEz: 55555555555555555555
[5:17:56] bankzzzzza: 555555
[5:17:56] wo2apan: 55555
[5:17:58] naphat_22804: ซนอะลุง
[5:17:58] ax_acr: 55555
[5:18:00] IUsoCute01: อินดื้จริง
[5:18:00] beam_050: 55555555
[5:18:00] 42OOG_: jackey9Haehae jackey9Haehae jackey9Haehae jackey9Haehae
[5:18:00] dnice_try: กาชาน่าจะสิ้นปีหลังจากประมูล
[5:18:01] SUNGKIII: 5555555555555
[5:18:01] prite_1q: 5555555555
[5:18:02] poomtkirk: 5555
[5:18:02] pppxax: 55555555
[5:18:05] sattapong2544: ซนชิบ 5555
[5:18:05] jb_4ever: 555555555555
[5:18:06] king800king: rebirthztvTadaeng rebirthztvBad
[5:18:07] reborn__1990: 55555555
[5:18:08] xenshin0: 555+
[5:18:08] dagoma555: rebirthztvHaha rebirthztvHaha
[5:18:08] bangmadekamai: 55
[5:18:09] petanque85: 5555555
[5:18:11] alongkorn_gun: ซนอีกเเล้ว
[5:18:11] natthawut_1998: 555555555555555
[5:18:11] jkrowling48: 555555
[5:18:13] gsss44n: 555
[5:18:13] nest_warit: 5555
[5:18:14] phuriphat1999: 55555
[5:18:14] nampoo180: 5555
[5:18:17] bigbear_r: 55555 ของจริง 555
[5:18:17] AIZENKONGJONE: 5555555
[5:18:18] Sharkdowny: โครตเฟี้ยว 5555555
[5:18:19] draffy2259: 5555555555
[5:18:19] neverdie_1992: อู๊ทNTRมาหา555555
[5:18:19] i_am_wedday: ขับเข้าสภาด้วยเป็นไงหล่ะ
[5:18:20] tzippoo: เส้นใหญ่อ่ะเนอะ
[5:18:20] JiMMYKISZIN: Thuglife 55555555
[5:18:21] iceprat: 5555555555
[5:18:21] casafa: 5555555555555555
[5:18:21] Tanglerrz: DW ยังทำแบบนี้ไม่ได้
[5:18:21] ameen2580: 555
[5:18:22] jamoy15: 555555555555555+
[5:18:23] artee_2004: พรมแดง
[5:18:24] boysixnine69: มาหาธรรมดาโลกไม่จำ5555
[5:18:26] cyraxax: พรหมแดงว่ะ
[5:18:26] reekids11: พรมแดง
[5:18:26] benjasak2546: เข้555
[5:18:27] MONNDE: เท่จัด
[5:18:27] softwqre_: จริงๆแล้วผมเป็นประธานบริษัท
[5:18:27] aomsinz__stp: 555555555
[5:18:28] bassp__: โครตเท่
[5:18:29] bass_nb46: ใหญ่สุดในว็อท5555
[5:18:29] Kisuwqa_89: รถพรมแดง
[5:18:29] torpachinko: เห็นรถก็ไม่กล้าอะ 5555
[5:18:32] pakonthongpan: เดินเป็นบ้านเลย 5555
[5:18:33] tirapat008: เท่เกิ๊นนน
[5:18:33] TENLOWWELL: นอกจากน้าศิลา ก็มีลุงคนแรกที่ขี่รถเข้เา 5555
[5:18:34] bas_7777: 55555555
[5:18:36] tawanzaa01: พนมแดง
[5:18:37] xvxivixviiiixxiv: rebirthztvHaha LUL
[5:18:37] bozz_snowleopard: ลุงต้องไปเจอคนชื่อสำลีร้องเพลงโครตเพราะ
[5:18:38] konggggggkkkk: รถพรมแดง555+
[5:18:40] pa9hapashu: 5555555555
[5:18:41] tonetone2000: โคตรเก๋า
[5:18:41] view_55555: 555555555
[5:18:42] stxvenssr_: 55555
[5:18:42] somebadyluv: 55555555
[5:18:43] taco_x10: 5555555
[5:18:43] 게이리: koroma2Ayaya
[5:18:44] stp_z1: 555555555
[5:18:44] abdulmarid: 555555
[5:18:44] Rocky_Still: 5555555
[5:18:44] Jolie_Lana: 5555555555555
[5:18:45] way_____: 555
[5:18:45] SUNGKIII: 55555555555555
[5:18:46] safenornna3: โคตรเก๋า
[5:18:48] weedsmk: 555555
[5:18:49] nanon56: เก๋าซะด้วย555
[5:18:50] tzippoo: ป้ายทะเบียนพรมเเดงไง
[5:18:50] supakirt07: 555555555
[5:18:51] bassky_99: ไม่มีใครกล้าทำ
[5:18:51] jowpondeiei: 55555
[5:18:53] ntw_bomb: rebirthztvHaha
[5:18:53] AIZENKONGJONE: พรมแดงที่แท้ทรู
[5:18:53] poovinla_pe: 555(
[5:18:54] sunday_911: 5555
[5:18:54] jacodredopen: ยืนพิ่งรถ
[5:18:59] FARAJOB: 5555
[5:18:59] yosapat: ลุงจะได้พักผ่อนละ
[5:19:00] bananamonstertv: แชทครับที่วอทเค้าประมูลกันยังครับ
[5:19:00] xenshin0: 555+
[5:19:01] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[5:19:02] somyui0102: พรมเเดงจริง555
[5:19:04] Ladiidearr: eapexbitHaha eapexbitHaha
[5:19:05] gianakab: คนแรกที่ผมเห็นขับเข้ามาเลยนะลุง
[5:19:06] bi_kabb: 555555555
[5:19:07] ssixky: Dw ยังทำแบบนี้ไม่ได้555
[5:19:08] papajrz: ขนาดพาโบลคนที่ศิลานับถือ ยังไม่กล้า 555555555 ลุงสุดจริง
[5:19:10] mutu555: ตรงแลนแดงมีรถพรมแดงมาจอดโชว์อยู่
[5:19:10] katoluckysonic: SeemsGood
[5:19:11] ball9364: จบกับ66ยังคับแชท
[5:19:11] draffy2259: บ้านอู๊ด555
[5:19:12] deaw_77: @t_rex_khrab 26ครับ
[5:19:14] netchanok26: เพลงนี้เพลงไรคะ
[5:19:16] skanhhh: จริงๆเเล้วผมเป็นผู้ก่อตั้งสภา by อู๊ด
[5:19:16] s_i_r_f_i_l_e: rebirthztvJak
[5:19:21] Jackzgoboy: @ball9364 จบแล้วครับ
[5:19:22] oti_001: @ball9364 จบเเล้วคับ
[5:19:22] thoolsawat: ถ่ายรูปลงทวิตทีฮาทั้งประเทศ
[5:19:23] dnice_try: @t_rex_khrab สิ้นปีค้าบ
[5:19:24] sarawut0620703375: @ball9364 จลละ
[5:19:27] chaay3: @ball9364 จบแล้ว
[5:19:28] feawjad: เห้ย เด็กเดิน
[5:19:28] MuggleGamingz: ลุงค้าบ ลุงwrapสีรถ ร้านไหนอะ
[5:19:28] Doraemon0299g: เด็กเดิน
[5:19:28] OpieTelford: จบละครับ
[5:19:28] guyza220: น้ายังไม่เคยเอาเข้าแต่อู๊ดเอาเข้าใหญ่แค่ไหนก็ดูเอา555
[5:19:28] mynameistang46: เด็กเดินว่ะ5555
[5:19:29] somt755: วัยรุ่นปลอดทอง
[5:19:29] thxn3t: อาบน้ำบ้างครับ
[5:19:32] bas_7777: ศิลาปลาเผา
[5:19:37] pxlxxxxxxxx: ! uptime
[5:19:38] fluk_kk: อยากเห็นลุงใส่สูทNTR
[5:19:40] pakong_: !uptime
[5:19:41] Nightbot: Stream uptime 5 hours, 19 minutes, 49 seconds
[5:19:41] jaoyiss_tv: ได้ข่าวว่า34จะมาวอทนิห
[5:19:44] kato285: ไปดูดูไว้หน่อยคัย
[5:19:45] suwapaht: ทวิต
[5:19:50] fiw_56: จบกับ66้เสียไรบ้างครับ
[5:19:51] safiien85: เด็กเดินลุงในทวิชอ่ะ
[5:19:52] guarm420: ไม่สั่ง
[5:19:54] jeon_than: ไม่สั่ง
[5:19:56] reimaco: เด็กเดิน อยู่ในทวิต
[5:19:57] tasnimes_x: Kappa
[5:19:58] softwqre_: จริงๆแล้วผมเป็นประธานบริษัท
[5:19:59] hibari1412: 5555555
[5:20:00] kraprow_musapp: Kappa
[5:20:01] pa9hapashu: 5555555555
[5:20:02] o1tin_o: 55555555
[5:20:03] way_____: 5555555555555555
[5:20:03] pporschez: 5555555
[5:20:03] i_am_wedday: ปกติตาย55555
[5:20:03] zoe4qx: 5555555
[5:20:06] reekids11: Kappa
[5:20:07] sawatdeekubbbbb: ติดสั่งอีกละ
[5:20:08] namsks: Kappa
[5:20:09] poomkaipoom: ทวิตลุงเด็กเดินลุง
[5:20:10] neverdie_1992: 555555555555
[5:20:12] UntoucHz: @fiw_56 เสียไรครับ เค้าขอจบ
[5:20:13] beam_050: 55555555
[5:20:14] aomsinz__stp: 5555555555
[5:20:14] stxvenssr_: 5555555
[5:20:16] fronkoverdose: 34 / R8 อาเฉินจอง
[5:20:20] yo_thanawat: อย่าสั่ง
[5:20:22] fanhubbb: เด็กลุงป่าวหนะในทวิต
[5:20:23] domza042: 555555555555555555555
[5:20:23] xvxivixviiiixxiv: 555
[5:20:23] yosapat: 5555
[5:20:24] Markza555XXL412: 555555555
[5:20:24] 게이리: koroma2Ayaya
[5:20:24] Jackzgoboy: 555555
[5:20:24] sudkhetkung: 555555555
[5:20:25] johnnykij: 5555555
[5:20:25] cyraxax: 555555555
[5:20:25] wo2apan: 555555
[5:20:25] nnguid3: 555555
[5:20:26] weedsmk: 555555
[5:20:27] yeskae159: 555555555
[5:20:28] LARGEBODy_GLHF: Kappa
[5:20:28] fiw_56: @kalamafiaz ก็หมายถึง66เสียไร
[5:20:31] shadowch: 555555555รู้ใจ
[5:20:31] natthachai999: 55555
[5:20:32] sadboy_56: 55555555
[5:20:33] nan_tdr: อย่างปั่น
[5:20:33] bankzzzzza: 55555
